st_time,ed_time,fault_type,root_cause,filename
2023-02-26T15:15:05,2023-02-26T15:21:21,pod-cpu-full,ts-travel-service-86bc99b94f-f7scx,2023-02-26T15:15:05_2023-02-26T15:21:21
2023-02-26T15:30:06,2023-02-26T15:36:20,pod-cpu-full,ts-order-service-5c8b698d7b-ftrm4,2023-02-26T15:30:06_2023-02-26T15:36:20
2023-02-26T15:45:06,2023-02-26T15:51:20,pod-cpu-full,ts-contacts-service-7586d57c67-hcrgz,2023-02-26T15:45:06_2023-02-26T15:51:20
2023-02-26T16:00:05,2023-02-26T16:06:20,pod-cpu-full,ts-order-other-service-5b5666cd96-f86gp,2023-02-26T16:00:05_2023-02-26T16:06:20
2023-02-26T16:15:06,2023-02-26T16:21:21,pod-cpu-full,ts-route-service-cd8474f97-trz2k,2023-02-26T16:15:06_2023-02-26T16:21:21
2023-02-26T16:30:06,2023-02-26T16:36:20,pod-cpu-full,ts-train-food-service-9557b666c-b2hbb,2023-02-26T16:30:06_2023-02-26T16:36:20
2023-02-26T16:45:06,2023-02-26T16:51:21,pod-cpu-full,ts-travel2-service-686c895647-w7vdc,2023-02-26T16:45:06_2023-02-26T16:51:21
2023-02-26T17:00:06,2023-02-26T17:06:21,pod-cpu-full,ts-consign-service-97b57cdf6-jsjld,2023-02-26T17:00:06_2023-02-26T17:06:21
2023-02-26T17:15:06,2023-02-26T17:21:21,pod-cpu-full,ts-inside-payment-service-59c4bc8bb7-6vpf8,2023-02-26T17:15:06_2023-02-26T17:21:21
2023-02-26T17:30:05,2023-02-26T17:36:21,pod-cpu-full,ts-station-service-666c97f68d-6gdkx,2023-02-26T17:30:05_2023-02-26T17:36:21
2023-02-26T17:45:08,2023-02-26T17:51:21,svc-cpu-full,"ts-payment-service(ts-payment-service-5fb5487dd5-6zw7b,ts-payment-service-5fb5487dd5-kzpjb)",2023-02-26T17:45:08_2023-02-26T17:51:21
2023-02-26T18:00:06,2023-02-26T18:06:20,svc-cpu-full,"ts-travel-service(ts-travel-service-86bc99b94f-f7scx,ts-travel-service-86bc99b94f-kncn8)",2023-02-26T18:00:06_2023-02-26T18:06:20
2023-02-26T18:15:07,2023-02-26T18:21:20,svc-cpu-full,"ts-assurance-service(ts-assurance-service-67584bc8ff-v8tcg,ts-assurance-service-67584bc8ff-xdvgq)",2023-02-26T18:15:07_2023-02-26T18:21:20
2023-02-26T18:30:07,2023-02-26T18:36:21,svc-cpu-full,"ts-config-service(ts-config-service-7578bd9cf7-cdfsn,ts-config-service-7578bd9cf7-zfcfr)",2023-02-26T18:30:07_2023-02-26T18:36:21
2023-02-26T18:45:08,2023-02-26T18:51:20,svc-cpu-full,"ts-price-service(ts-price-service-64bb4958f7-jd2cs,ts-price-service-64bb4958f7-wzb5l)",2023-02-26T18:45:08_2023-02-26T18:51:20
2023-02-26T19:00:08,2023-02-26T19:06:21,svc-cpu-full,"ts-train-service(ts-train-service-59d7f678c7-84qqd,ts-train-service-59d7f678c7-xh2gg)",2023-02-26T19:00:08_2023-02-26T19:06:21
2023-02-26T19:15:06,2023-02-26T19:21:20,svc-cpu-full,"ts-user-service(ts-user-service-5d65df69b-x7qhl,ts-user-service-5d65df69b-zhvf2)",2023-02-26T19:15:06_2023-02-26T19:21:20
2023-02-26T19:30:08,2023-02-26T19:36:20,svc-cpu-full,"ts-consign-price-service(ts-consign-price-service-c5f7dc849-4cj7z,ts-consign-price-service-c5f7dc849-7lckk)",2023-02-26T19:30:08_2023-02-26T19:36:20
2023-02-26T19:45:07,2023-02-26T19:51:21,svc-cpu-full,"ts-security-service(ts-security-service-677c5578f7-9mhrf,ts-security-service-677c5578f7-v4l77)",2023-02-26T19:45:07_2023-02-26T19:51:21
