st_time,ed_time,fault_type,root_cause,filename
2023-03-03T17:15:49,2023-03-03T17:21:00,jvm-cpu-full,ts-admin-travel-service-d5c4d76b4-4dkjh,2023-03-03T17:15:49_2023-03-03T17:21:00
2023-03-03T17:30:47,2023-03-03T17:36:00,jvm-cpu-full,ts-admin-user-service-57fbb896c4-p6bql,2023-03-03T17:30:47_2023-03-03T17:36:00
2023-03-03T17:45:53,2023-03-03T17:51:00,jvm-cpu-full,ts-travel-plan-service-d45b64468-k4jl2,2023-03-03T17:45:53_2023-03-03T17:51:00
2023-03-03T18:00:57,2023-03-03T18:06:00,jvm-cpu-full,ts-user-service-5d65df69b-8xww2,2023-03-03T18:00:57_2023-03-03T18:06:00
2023-03-03T18:16:16,2023-03-03T18:21:00,jvm-cpu-full,ts-verification-code-service-74447dff85-5grxb,2023-03-03T18:16:16_2023-03-03T18:21:00
2023-03-03T18:30:01,2023-03-03T18:36:00,pod-http-request-delay,ts-consign-price-service-c5f7dc849-nk8g4,2023-03-03T18:30:01_2023-03-03T18:36:00
2023-03-03T18:45:00,2023-03-03T18:51:00,pod-http-request-delay,ts-consign-service-97b57cdf6-xhw72,2023-03-03T18:45:00_2023-03-03T18:51:00
2023-03-03T19:00:03,2023-03-03T19:06:00,pod-http-request-delay,ts-execute-service-74b9955ddc-hxh6f,2023-03-03T19:00:03_2023-03-03T19:06:00
2023-03-03T19:15:00,2023-03-03T19:21:00,pod-http-request-delay,ts-food-service-57ff7645dc-4nsqs,2023-03-03T19:15:00_2023-03-03T19:21:00
2023-03-03T19:30:00,2023-03-03T19:36:00,pod-http-request-delay,ts-price-service-64bb4958f7-f75s8,2023-03-03T19:30:00_2023-03-03T19:36:00
2023-03-03T19:45:00,2023-03-03T19:51:00,pod-http-request-delay,ts-rebook-service-7d69b45f79-m6rpm,2023-03-03T19:45:00_2023-03-03T19:51:00
2023-03-03T20:00:01,2023-03-03T20:06:00,pod-http-request-delay,ts-route-plan-service-7bc6d9959f-vq85m,2023-03-03T20:00:01_2023-03-03T20:06:00
