st_time,ed_time,fault_type,root_cause,filename
2023-02-28T18:00:07,2023-02-28T18:06:00,svc-svc-network-delay,"ts-travel2-service(ts-travel2-service-686c895647-nsntx,ts-travel2-service-686c895647-xp8l9) ts-seat-service(ts-seat-service-bd95445c9-mgghs,ts-seat-service-bd95445c9-sf7pn)",2023-02-28T18:00:07_2023-02-28T18:06:00
2023-02-28T18:15:06,2023-02-28T18:21:00,svc-svc-network-delay,"ts-consign-service(ts-consign-service-97b57cdf6-5kbns,ts-consign-service-97b57cdf6-prxmw) ts-consign-price-service(ts-consign-price-service-c5f7dc849-5pvvp,ts-consign-price-service-c5f7dc849-dj5gf)",2023-02-28T18:15:06_2023-02-28T18:21:00
2023-02-28T18:30:05,2023-02-28T18:36:00,svc-svc-network-delay,"ts-admin-travel-service(ts-admin-travel-service-d5c4d76b4-dhmj4,ts-admin-travel-service-d5c4d76b4-qdhrz) ts-travel2-service(ts-travel2-service-686c895647-nsntx,ts-travel2-service-686c895647-xp8l9)",2023-02-28T18:30:05_2023-02-28T18:36:00
2023-02-28T18:45:05,2023-02-28T18:51:00,svc-svc-network-delay,"ts-cancel-service(ts-cancel-service-646644ddf4-gt8fx,ts-cancel-service-646644ddf4-ttjsg) ts-user-service(ts-user-service-5d65df69b-k82b6,ts-user-service-5d65df69b-kk6lj)",2023-02-28T18:45:05_2023-02-28T18:51:00
2023-02-28T19:00:04,2023-02-28T19:06:00,svc-svc-network-delay,"ts-cancel-service(ts-cancel-service-646644ddf4-gt8fx,ts-cancel-service-646644ddf4-ttjsg) ts-order-service(ts-order-service-5c8b698d7b-nqdfp,ts-order-service-5c8b698d7b-q5bql)",2023-02-28T19:00:04_2023-02-28T19:06:00
2023-02-28T19:15:05,2023-02-28T19:21:00,svc-svc-network-delay,"ts-preserve-other-service(ts-preserve-other-service-58bb58c679-5lr2f,ts-preserve-other-service-58bb58c679-7r4kb) ts-order-other-service(ts-order-other-service-5b5666cd96-lz8bk,ts-order-other-service-5b5666cd96-v7mk5)",2023-02-28T19:15:05_2023-02-28T19:21:00
2023-02-28T19:30:04,2023-02-28T19:36:00,svc-svc-network-delay,"ts-rebook-service(ts-rebook-service-7d69b45f79-5r5lm,ts-rebook-service-7d69b45f79-rs75j) ts-order-service(ts-order-service-5c8b698d7b-nqdfp,ts-order-service-5c8b698d7b-q5bql)",2023-02-28T19:30:04_2023-02-28T19:36:00
2023-02-28T19:45:04,2023-02-28T19:51:00,svc-svc-network-delay,"ts-cancel-service(ts-cancel-service-646644ddf4-gt8fx,ts-cancel-service-646644ddf4-ttjsg) ts-inside-payment-service(ts-inside-payment-service-59c4bc8bb7-ccgq8,ts-inside-payment-service-59c4bc8bb7-x8znf)",2023-02-28T19:45:04_2023-02-28T19:51:00
2023-02-28T20:00:04,2023-02-28T20:06:00,svc-svc-network-delay,"ts-preserve-other-service(ts-preserve-other-service-58bb58c679-5lr2f,ts-preserve-other-service-58bb58c679-7r4kb) ts-security-service(ts-security-service-677c5578f7-47m4j,ts-security-service-677c5578f7-gvrmp)",2023-02-28T20:00:04_2023-02-28T20:06:00
2023-02-28T20:15:04,2023-02-28T20:21:00,svc-svc-network-delay,"ts-preserve-other-service(ts-preserve-other-service-58bb58c679-5lr2f,ts-preserve-other-service-58bb58c679-7r4kb) ts-travel2-service(ts-travel2-service-686c895647-nsntx,ts-travel2-service-686c895647-xp8l9)",2023-02-28T20:15:04_2023-02-28T20:21:00
