st_time,ed_time,fault_type,root_cause,filename
2023-03-05T13:45:00,2023-03-05T13:51:00,svc-http-request-delay,"ts-admin-travel-service-d5c4d76b4-75mb9,ts-admin-travel-service-d5c4d76b4-zlzzt",2023-03-05T13:45:00_2023-03-05T13:51:00
2023-03-05T14:00:01,2023-03-05T14:06:00,svc-http-request-delay,"ts-admin-user-service-57fbb896c4-2dmf4,ts-admin-user-service-57fbb896c4-t5rs9",2023-03-05T14:00:01_2023-03-05T14:06:00
2023-03-05T14:15:00,2023-03-05T14:21:00,svc-http-request-delay,"ts-assurance-service-67584bc8ff-6dm4t,ts-assurance-service-67584bc8ff-pn9m6",2023-03-05T14:15:00_2023-03-05T14:21:00
2023-03-05T14:30:00,2023-03-05T14:36:00,svc-http-request-delay,"ts-contacts-service-7586d57c67-gvmbr,ts-contacts-service-7586d57c67-xq9g2",2023-03-05T14:30:00_2023-03-05T14:36:00
2023-03-05T14:45:01,2023-03-05T14:51:00,svc-http-request-delay,"ts-preserve-other-service-58bb58c679-8ljsh,ts-preserve-other-service-58bb58c679-rbg5g",2023-03-05T14:45:01_2023-03-05T14:51:00
2023-03-05T15:00:00,2023-03-05T15:06:00,svc-http-request-delay,"ts-preserve-service-56548b8fd4-cml68,ts-preserve-service-56548b8fd4-zwvfm",2023-03-05T15:00:00_2023-03-05T15:06:00
2023-03-05T15:15:00,2023-03-05T15:21:00,svc-http-request-delay,"ts-price-service-64bb4958f7-hl8cr,ts-price-service-64bb4958f7-vn6gt",2023-03-05T15:15:00_2023-03-05T15:21:00
2023-03-05T15:30:05,2023-03-05T15:36:00,pod-pod-network-delay,ts-inside-payment-service-59c4bc8bb7-69bcb ts-order-service-5c8b698d7b-s28h5,2023-03-05T15:30:05_2023-03-05T15:36:00
2023-03-05T15:45:04,2023-03-05T15:51:00,pod-pod-network-delay,ts-preserve-service-56548b8fd4-cml68 ts-contacts-service-7586d57c67-gvmbr,2023-03-05T15:45:04_2023-03-05T15:51:00
2023-03-05T16:00:04,2023-03-05T16:06:00,pod-pod-network-delay,ts-travel-service-86bc99b94f-gpwff ts-basic-service-dc47b9966-2g8xd,2023-03-05T16:00:04_2023-03-05T16:06:00
2023-03-05T16:15:03,2023-03-05T16:21:00,pod-pod-network-delay,ts-preserve-service-56548b8fd4-cml68 ts-order-service-5c8b698d7b-s28h5,2023-03-05T16:15:03_2023-03-05T16:21:00
2023-03-05T16:30:04,2023-03-05T16:36:00,pod-pod-network-delay,ts-food-service-57ff7645dc-d9hcf ts-train-food-service-9557b666c-d75rr,2023-03-05T16:30:04_2023-03-05T16:36:00
